regions,Finess,typeEtab,ScoreAgrege,ClasseScoreAgrege,Chirurgie,RaisonSociale,CPA,Ambulatoire,Autodialyse exclusif,liso,liso_classe,bmr_classe,bmr,icalin2,icalin2_classe,icatb,icatb_classe,icsha2,icsha2_classe,sarm,sarm_classe,sarm_evolution,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Raison Sociale,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_3,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Num,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_TypeRue,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_NomRue,CodePostal,lat,long,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_13
Ile-de-France,940300080,07-SSR-SLD,84.87,A,Non,CLINIQUE DE SOINS DE SUITE DE CHOISY,0,0,0,0,NC,A,100,83.5,A,85,A,79.4,B,0,NC,NC,CLINIQUE DE SOINS DE SUITE DE CHOISY,,9,R,LEDRU ROLLIN,94600 CHOISY LE ROI,2.405323800000019,48.76207480000001,
Ile-de-France,940300163,05-CL SUP 100 LP,64.78,C,Non,CLINIQUE DES TOURNELLES,0,0,0,0,NC,E,52,76,C,70,B,46.5,C,0.14,B,1,CLINIQUE LES TOURNELLES,,15,R,DES TOURNELLES,94240 L HAY LES ROSES,2.3364784000000327,48.7781355,
Ile-de-France,940300270,05-CL SUP 100 LP,75.09,B,Oui,HOPITAL PRIVE ARMAND BRILLARD,0,0,0,79,C,D,70,76.5,B,75,B,72.3,B,0.32,C,0,HOPITAL PRIVE ARMAND BRILLARD,,3,AV,WATTEAU,94130 NOGENT SUR MARNE,2.472820200000001,48.8327592,
Ile-de-France,940300379,05-CL SUP 100 LP,79,B,Oui,CLINIQUE GASTON METIVET,0,0,0,76,C,C,84,86,A,75,B,70.5,B,0,NC,NC,CLINIQUE GASTON METIVET,CLINIQUE MEDICO CHIRURGICALE  GASTON METIVET,48,R,ALSACE LORRAINE,94100 ST MAUR DES FOSSES,2.4781566999999995,48.8048948,
Ile-de-France,940300445,05-CL SUP 100 LP,85.73,A,Oui,HOPITAL PRIVE DE THIAIS,0,0,0,90,A,B,92,81.5,B,72.5,B,111.1,A,0,NC,NC,HOPITAL PRIVE DE THIAIS,,112,AV,DU GENERAL DE GAULLE,94320 THIAIS,2.3709235000000035,48.7686447,
Ile-de-France,940300452,05-CL INF 100 LP,55.41,D,Non,CLINIQUE MEDICALE DE DIETETIQUE,0,0,0,0,NC,E,0,75,B,81.25,A,23.7,D,0,NC,NC,CLINIQUE MEDICALE DE DIETETIQUE,,8,BD,RICHERAND,94440 VILLECRESNES,2.5319778000000497,48.7218459,
Ile-de-France,940300494,05-CL SUP 100 LP,87.03,A,Oui,POLYCLINIQUE VILLENEUVE-SAINT-GEORGES,0,0,0,90,A,A,94,75,C,90,A,99.4,A,0,NC,NC,POLYCLINIQUE VILLENEUVE SAINT GEORGES,POLYCLINIQUE DE VILLENEUVE SAINT GEORGES,47,R,DE CROSNE,94195 VILLENEUVE S GEORGES CEDEX,2.4507314999999608,48.7221774,
Ile-de-France,940300502,07-SSR-SLD,68.15,B,Non,MAISON SANTE CHIRURGICALE,0,0,0,0,NC,B,78,64,B,90,A,48.5,C,0,NC,NC,CLINIQUE DU DR BOYER,MAISON DE SANTE CHIRURGICALE,17,R,DE L EGLISE,94190 VILLENEUVE ST GEORGES,2.4471819000000323,48.7268434,
Ile-de-France,940300551,05-CL INF 100 LP,33.95,E,Oui,CLINIQUE DES NORIETS,0,0,0,14,E,E,30,37,E,50,C,29.5,D,0,NC,NC,HOPITAL PRIVE DE VITRY SITE NORIETS,,12,R,DES NORIETS,94408 VITRY SUR SEINE CEDEX,2.3810776999999916,48.79414449999999,
Ile-de-France,940300569,05-CL SUP 100 LP,71.96,C,Oui,CLINIQUE CHIRURGICALE DE VITRY,0,0,0,69,D,A,94,77,B,90,A,36.3,D,0,NC,NC,HOPTIAL PRIVE DE VITRY SITE PASTEUR,,22,R,DE LA PETITE SAUSSAIE,94400 VITRY SUR SEINE,2.3894870999999966,48.78555799999999,
Ile-de-France,940300577,07-SSR-SLD,81.12,A,Non,CLINIQUE KORIAN JONCS MARINS,0,0,0,0,NC,A,86,74,A,81.25,A,90.9,A,0,NC,NC,CLINIQUE KORIAN JONCS MARINS,ANCIENNE CLINIQUE  DU PERREUX,6,R,JOULEAU,94170 LE PERREUX SUR MARNE,2.5077264999999898,48.853062,
Ile-de-France,940310014,03-ETAB. PSY,65.2,B,Non,MAISON DE SANTE NOGENT S MARNE,0,0,0,0,NC,B,70,77,A,76.25,A,31.1,D,0,NC,NC,MAISON DE SANTE NOGENT SUR MARNE,MAISON DE SANTE DE NOGENT SUR MARNE,30,R,DE PLAISANCE,94130 NOGENT SUR MARNE,2.489767400000005,48.8435915,
Ile-de-France,940310022,03-ETAB. PSY,54.45,C,Non,CLINIQUE KORIAN-JEANNE D'ARC,0,0,0,0,NC,C,52,55.5,C,82.5,A,25.8,D,0,NC,NC,CLINIQUE JEANNE D ARC ST MANDE,CLINIQUE JEANNE D ARC,15,R,JEANNE D ARC,94160 ST MANDE,2.4189833000000363,48.8398236,
Ile-de-France,940700032,07-SSR-SLD,76.2,A,Non,INSTITUT ROBERT MERLE D'AUBIGNE,0,0,0,0,NC,B,76,77,A,100,A,51.1,C,0.86,E,0,INSTITUT ROBERT MERLE D AUBIGNE,CENTRE DE REEDUCATION ET D APPAREILLAGE CRA LES CHARMILLES,2,R,DU PARC,94460 VALENTON,2.4642132000000174,48.7501371,
Ile-de-France,940700040,07-SSR-SLD,90.48,A,Non,CENTRE DE READAPTION FONCTIONNELLE,0,0,0,0,NC,A,100,82.5,A,90,A,102.1,A,0,NC,NC,CENTRE DE READAPTATION FONCTIONNELLE,CENTRE DE REEDUCATION ET DE READAPTATION FONCTIONNELLE,15,AV,MONTRICHARD,94350 VILLIERS SUR MARNE,2.5506298000000243,48.83072869999999,
Ile-de-France,940813033,05-CL INF 100 LP,81.4,B,Oui,CLINIQUE DE BERCY,0,0,0,100,A,D,62,90.5,A,75,B,67.6,B,0,NC,NC,CLINIQUE DE BERCY,,9,QUA,DE BERCY,94220 CHARENTON LE PONT,2.3973134999999957,48.822823,
Ile-de-France,940813090,07-SSR-SLD,27.41,E,Non,POLYCLINIQUE LA CONCORDE,0,0,0,0,NC,E,24,30,E,33.75,C,18.3,E,0,NC,NC,POLYCLINIQUE LA CONCORDE,,90,R,MARCEL BOURDARIAS,94140 ALFORTVILLE,2.4234828999999536,48.80433559999999,
Ile-de-France,950000406,02-CH INF 300 LP,76.37,B,Non,HOPITAL - FONDATION CHANTEPIE-MANCIER,0,0,0,0,NC,C,64,72,B,90,A,76.7,B,0.07,A,-1,HOPITAL FONDATION CHANTEPIE MANCIER,HOPITAL FONDATION CHANTEPIE MANCIER L ISLE ADAM,9,R,CHANTEPIE MANCIER,95290 L ISLE ADAM,2.223127100000056,49.1144444,
Ile-de-France,950001370,02-CH SUP 300 LP,82.15,B,Oui,CHI  DES PORTES DE L'OISE A BEAUMONT,0,0,0,75,C,D,76,82,B,95,A,78,B,0.98,D,0,,,,,,,,,
Ile-de-France,950002568,03-ETAB. PSY,77.94,A,Non,CLINIQUE D'ORGEMONT,0,0,0,0,NC,A,84,69.5,A,95,A,72.5,B,0,NC,NC,CLINIQUE D ORGEMONT,ETABLISSEMENT PSYCHIATRIQUE CLINEA,48,R,D ORGEMONT,95100 ARGENTEUIL,2.2679342000000133,48.9548288,
Ile-de-France,950006908,03-ETAB. PSY,44.84,C,Non,MAISON DE SANTE SPASM CERGY LE HAUT,0,0,0,0,NC,E,0,57.5,C,20,D,70.5,B,0,NC,NC,MAISON HOSPI SPASM CERGY LE HAUT,LA MAISON HOSPITALIERE,1,PL,DES PINETS,95800 CERGY,2.016531299999997,49.0489899,
Ile-de-France,950013870,02-CH SUP 300 LP,87.19,A,Oui,C.H. EAUBONNE MONTMORENCY -SIMONE VEIL,0,0,0,100,A,B,92,79,B,82.5,B,94.2,A,0.49,C,-1,,,,,,,,,
Ile-de-France,950015289,02-CH INF 300 LP,79.66,B,Non,GROUPEMENT HOSPITALIER INTERCOMMUNAL DU VEXIN,0,0,0,0,NC,A,92,74,B,95,A,67.9,B,0,D,D,,,,,,,,,
Ile-de-France,950100016,01-CHR-CHU,85.22,A,Non,HOPITAL CHARLES RICHET (AP-HP),0,0,0,0,NC,B,96,73,C,86.25,B,156.8,A,0.23,A,0,HOPITAL ADELAIDE HAUTVAL APHP,HOPITAL ADELAIDE HAUTVAL GHU PARIS NORD VAL DE SEINE,,R,DU HAUT DU ROY,95400 VILLIERS LE BEL,2.4023118000000068,49.0015078,
Ile-de-France,950110015,02-CH SUP 300 LP,87.9,A,Oui,CENTRE HOSPITALIER VICTOR DUPOUY,0,0,0,84,B,D,76,82,B,95,A,157,A,0.55,C,1,,,,,,,,,
Ile-de-France,950110049,02-CH SUP 300 LP,91.65,A,Oui,CENTRE HOSPITALIER DE GONESSE,0,0,0,91,A,A,100,90,A,82.5,B,128.2,A,1.05,E,1,,,,,,,,,
Ile-de-France,950110080,02-CH SUP 300 LP,81.65,B,Oui,CENTRE HOSPITALIER RENE DUBOS,0,0,0,71,D,B,92,68,D,90,A,120.7,A,0.3,A,1,,,,,,,,,
Ile-de-France,950140012,03-ETAB. PSY,57.16,C,Non,CTRE HOSPITALIER SPECIALISE ROGER PREV,0,0,0,0,NC,D,38,49,D,66.25,B,72.1,B,0,NC,NC,,,,,,,,,
Ile-de-France,950150011,07-SSR-SLD,85.67,A,Non,CLINIQUE MED.DIETETIQUE GERONTOLOGIQUE,0,0,0,0,NC,A,86,72,A,95,A,116.9,A,0.22,C,1,INSTITUT MEDICAL D ENNERY,INSTITUT MEDICALE D ENNERY,,AV,GASTON DE LEVIS,95304 CERGY PONTOISE CEDEX,2.1046780000000354,49.07700000000001,
Ile-de-France,950150052,02-CH INF 300 LP,71.92,B,Non,CTRE MED PEDAG J ARNAUD BOUFFEMONT,0,0,0,0,NC,C,68,59.5,D,67.5,B,181.6,A,0.3,B,0,CENTRE JACQUES ARNAUD,CENTRE MEDICAL PEDAGOGIQUE,5,R,PASTEUR,95570 BOUFFEMONT,2.2982706000000235,49.0467677,
Ile-de-France,950300087,07-SSR-SLD,65.02,B,Non,CLIN. SOINS DE SUITE BELLOY EN FRANCE,0,0,0,0,NC,C,62,77,A,55,B,55.7,C,0,NC,NC,CLINIQUE BELLOY EN FRANCE,CLINIQUE SOINS DE SUITE DE BELLOY EN FRANCE,13,R,DU GENERAL LECLERC,95270 BELLOY EN FRANCE,2.36602019999998,49.0919405,
Ile-de-France,950300095,05-CL SUP 100 LP,86.94,A,Oui,POLYCLINIQUE DU PLATEAU,0,0,0,90,A,A,94,84.5,B,85,A,87.3,A,0,NC,NC,POLYCLINIQUE DU PLATEAU,CENTRE MEDICO CHIRURGICAL VAL NOTRE DAME,21,R,DE SARTROUVILLE,95870 BEZONS,2.2038173999999344,48.9337513,
Ile-de-France,950300103,07-SSR-SLD,74.92,A,Non,KORIAN LE PONT,0,0,0,0,NC,B,78,80,A,57.5,B,81.9,A,0,NC,NC,CLINIQUE KORIAN LE PONT,,27,R,DE VILLENEUVE,95870 BEZONS,2.2150567999999566,48.9258558,
Ile-de-France,950300137,05-CL INF 100 LP,83.9,A,Oui,CLINIQUE DE DOMONT,0,0,0,79,B,D,52,86,A,83.75,A,115.3,A,0,NC,NC,CLINIQUE DE DOMONT,,7,R,ANDRE NOUET,95330 DOMONT,2.326816000000008,49.025146,
Ile-de-France,950300152,05-CL SUP 100 LP,86.8,A,Non,CLINIQUE MIRABEAU MONT D'EAUBONNE,0,0,0,0,NC,C,72,84.5,B,86.25,A,98.9,A,0.13,B,-1,CLINIQUE MIRABEAU,CLINIQUE MIRABEAU,37,AV,DE PARIS,95600 EAUBONNE,2.287627499999985,48.9917705,
Ile-de-France,950300194,07-SSR-SLD,72.37,B,Non,CLINIQUE MEDICALE DU CHATEAU D'HERBLAY,0,0,0,0,NC,A,94,71,A,100,A,36.1,D,0.12,B,0,CLINIQUE MEDICALE DU CHATEAU D HERBLAY,CLINIQUE MEDICALE DU CHATEAU  D HERBLAY,50,R,DE PARIS,95220 HERBLAY,2.1704029999999648,48.991646,
Ile-de-France,950300202,05-CL SUP 100 LP,82.29,B,Oui,CLINIQUE CONTI,0,0,0,82,B,A,94,86.5,A,68.75,B,82.8,A,0,NC,NC,CLINIQUE CONTI,,3,CHE,DES TROIS SOURCES,95290 L ISLE ADAM,2.234925500000031,49.1285454,
Ile-de-France,950300244,05-CL SUP 100 LP,86.63,A,Oui,CLINIQUE SAINTE-MARIE,0,0,0,93,A,B,86,74.5,C,90,A,102.6,A,0.22,B,1,CLINIQUE SAINTE MARIE,,1,R,CHRISTIAN BARNARD,95520 OSNY,2.075838699999963,49.0738245,
Ile-de-France,950300277,05-CL SUP 100 LP,91.03,A,Oui,HOPITAL PRIVE NORD PARISIEN,0,0,0,87,A,A,100,94.5,A,95,A,79.5,B,0.3,C,0,HOPITAL PRIVE NORD PARISIEN,,3,BD,DE LATTRE DE TASSIGNY,95200 SARCELLES,2.3778283999999985,48.9808615,
Ile-de-France,950300301,05-CL SUP 100 LP,75.11,B,Non,CLINIQUE MEDICALE DU PARC,0,0,0,0,NC,B,86,68.5,D,95,A,61.2,B,0.17,B,0,CLINIQUE MEDICALE DU PARC ST OUEN,,23,R,DES FRERES CAPUCINS,95310 ST OUEN L AUMONE,2.1098713999999745,49.0416563,
Ile-de-France,950300327,07-SSR-SLD,64.79,B,Non,CLINIQUE MEDICALE CHAMP N DAME,0,0,0,0,NC,B,84,63,B,85,A,37.9,D,0.79,E,NC,CLINIQUE MEDICALE CHAMP NOTRE DAME,CLINIQUE MEDICALE CHAMP NOTRE DAME,46,R,DE L EGLISE,95150 TAVERNY,2.2252790000000005,49.028147,
Ile-de-France,950300350,05-CL SUP 100 LP,81.08,B,Oui,CLINIQUE DU PARISIS - GRPE STE MARIE,0,0,0,93,A,E,54,73.5,C,80,A,114.4,A,0,NC,NC,CLINIQUE DU PARISIS,CAPIO CLINIQUE DE PARISIS,15,AV,DE LA LIBERATION,95240 CORMEILLES EN PARISIS,2.1984935000000405,48.9734732,
Ile-de-France,950300376,07-SSR-SLD,63.83,B,Non,CLINIQUE DES SOURCES,0,0,0,0,NC,D,46,39,E,85,A,95.1,A,0,NC,NC,CLINIQUE DES SOURCES,,6,AV,DE LA TERRASSE,95160 MONTMORENCY,2.318272200000024,48.9919805,
Ile-de-France,950310011,03-ETAB. PSY,70.99,B,Non,CLINIQUE LES ORCHIDEES,0,0,0,0,NC,A,86,76.5,A,80,A,44.7,C,0,NC,NC,CLINIQUE NEURO PSY LES ORCHIDEES,MAISON DE SANTE D ANDILLY CHATEAU LES ORCHIDEES,3,R,ARISTIDE BRIAND,95580 ANDILLY,2.3021051000000625,49.0048664,
Ile-de-France,950310029,03-ETAB. PSY,66.89,B,Non,CENTRE DE PSYCHOTHERAPIE D'OSNY-STORS,0,0,0,0,NC,B,68,63,B,40,C,116.4,A,0,NC,NC,CENTRE DE PSYCHOTHERAPIE D OSNY,CENTRE DE PSYCHOTHERAPIE D OSNY,3,R,XAVIER BICHAT,95520 OSNY,2.0747903999999835,49.0745899,
Ile-de-France,950310037,03-ETAB. PSY,67.29,B,Non,CLINIQUE DE L'ERMITAGE,0,0,0,0,NC,B,78,79,A,60,B,48.7,C,0,NC,NC,CLINIQUE LA NOUVELLE HELOISE,,10,R,DE L ERMITAGE,95160 MONTMORENCY,2.333622200000036,48.9914603,
Ile-de-France,950500033,07-SSR-SLD,88.2,A,Non,CENTRE HOSPITALIER DE CARNELLE,0,0,0,0,NC,C,62,89.5,A,87.5,A,106.2,A,0.41,D,0,,,,,,,,,
Ile-de-France,950500041,07-SSR-SLD,67.2,B,Non,HOPITAL LE PARC,0,0,0,0,NC,C,62,70.5,A,72.5,A,58.8,C,0.2,C,0,,,,,,,,,
Ile-de-France,950630012,07-SSR-SLD,86.62,A,Non,HOPITAL D'ENFANTS MARGENCY,0,0,0,0,NC,D,52,90,A,85,A,106.6,A,0,NC,NC,HOPITAL D ENFANTS MARGENCY,,18,R,ROGER SALENGRO,95580 MARGENCY,2.2932895000000144,49.0028807,
Ile-de-France,950700021,07-SSR-SLD,72.34,B,Non,CTRE READAPT. CHATAIGNERAIE MENUCOURT,0,0,0,0,NC,D,52,64,B,87.5,A,82.1,A,0.12,B,NC,CTRE LA CHATAIGNERAIE DE MENUCOURT,CENTRE DE READAPTATION ET DE REEDUCATION FONCTIONNELLE,,R,BERNARD ASTRUC,95180 MENUCOURT,1.9780749999999898,49.0301613,
Ile-de-France,950806869,10-HEMODIALYSE,77.81,B,Non,S.I.R.T.A.,0,0,1,0,NC,A,86,75.5,B,0,NC,0,D,0,NC,NC,,,,,,,,,
Ile-de-France,950807982,05-CL SUP 100 LP,84.97,A,Oui,CLINIQUE CLAUDE BERNARD,0,0,0,91,A,A,94,86,A,90,A,69.1,B,0.36,C,0,CLINIQUE CLAUDE BERNARD,CLINIQUE CLAUDE BERNARD,9,AV,LOUIS ARMAND,95124 ERMONT CEDEX,2.2641932000000224,48.98083099999999,
La Réunion - Mayotte,970403606,02-CH INF 300 LP,84.36,A,Oui,GROUPE HOSPITALIER EST REUNION,0,0,0,85,A,A,100,73,B,90,A,90.3,A,0.18,A,0,,,,,,,,,
La Réunion - Mayotte,970403614,02-CH SUP 300 LP,83.15,B,Oui,GHSR  REUNION,0,0,0,86,A,D,64,76,C,86.25,A,108,A,0.24,A,0,,,,,,,,,
La Réunion - Mayotte,970403697,10-HEMODIALYSE,72.68,B,Non,A.U.R.A.R. (UNITE AUTODIALYSE ST BENO),0,0,1,0,NC,D,44,76.5,B,0,NC,79.9,B,0,NC,NC,UAD (ST BENOIT) - AURAR,UAD (ST BENOIT) - AURAR,1,R,DES AUBEPINES,97470 ST BENOIT,0.3497155999999677,46.5513854,
La Réunion - Mayotte,970404018,10-HEMODIALYSE,53.39,D,Non,EURL MATAHITI VAIMATO (DIALYSE DURIEUX,0,0,0,0,NC,C,62,61.5,D,0,NC,35.1,D,0,NC,NC,CTRE HEMODIALYSE MG DURIEUX,CTRE HEMODIALYSE MG DURIEUX,100,R,DE FRANCE,97430 LE TAMPON,,,
La Réunion - Mayotte,970404109,07-SSR-SLD,60.5,NA,Non,INSTITUT ROBERT DEBRE,1,0,0,0,NC,NC,0,60.5,C,0,NC,0,NC,0,NC,NC,INSTITUT ROBERT DEBRE,INSTITUT ROBERT DEBRE,18,IMP,LES OLIVIERS,97435 ST GILLES LES HAUTS,,,
La Réunion - Mayotte,970404406,07-SSR-SLD,72.69,B,Non,C. R. F.   DE  SAINTE-CLOTILDE,0,0,0,0,NC,C,62,67,B,78.75,A,82,A,0,NC,NC,C. R. F.   DE  SAINTE-CLOTILDE,CENTRE DE REEDUCATION FONCTIONNELLE DE SAINTE-CLOTILDE,19,CHE,DE LA CLINIQUE,97491 STE CLOTILDE CEDEX,55.477112199999965,-20.9020703,
La Réunion - Mayotte,970404588,07-SSR-SLD,75.55,A,Non,CLINIQUE LES TAMARINS (C.R.F.),0,0,0,0,NC,B,76,61.5,C,95,A,80.4,A,0,NC,NC,CLINIQUE LES TAMARINS,CLINIQUE LES TAMARINS,2,R,SIMON PERNIC,97826 LE PORT CEDEX,55.307996199999934,-20.9487417,
La Réunion - Mayotte,970404844,05-CL INF 100 LP,64.6,C,Oui,CLINIQUE SAINT VINCENT,0,0,0,27,E,B,82,71,C,37.5,C,107.4,A,0,NC,NC,CLINIQUE SAINT VINCENT,CLINIQUE SAINT VINCENT,8,R,DE PARIS,97476 ST DENIS CEDEX,3.2676321000000144,48.2265085,
La Réunion - Mayotte,970405411,10-HEMODIALYSE,64.48,C,Non,CENTRE DE DIALYSE DE SAINTE-CLOTILDE,0,0,0,0,NC,A,82,70.5,B,0,NC,45.5,C,0,NC,NC,CENTRE DE DIALYSE STE-CLOTILDE,CENTRE DE DIALYSE SAINTE-CLOTILDE,2,R,DE LA CLINIQUE,97490 STE CLOTILDE,55.477112199999965,-20.9020703,
La Réunion - Mayotte,970405650,07-SSR-SLD,57.28,C,Non,CENTRE DE REEDUCATION NUTRITIONNELLE,0,0,0,0,NC,C,60,68,B,56.25,B,38.2,D,0,NC,NC,CLINIQUE OMEGA,CLINIQUE OMEGA,,R,SIMON PERNIC,97420 LE PORT,5.231944099999964,49.3284044,
La Réunion - Mayotte,970406203,07-SSR-SLD,49.19,C,Non,CLINIQUE DE LA PAIX (ST BENOIT),0,0,0,0,NC,D,44,57,C,57.5,B,29.9,D,0,NC,NC,CLINIQUE DE LA PAIX,CLINIQUE DE LA PAIX,30,RTE,NATIONALE 3,97470 ST BENOIT,55.706343100000026,-21.0663788,
La Réunion - Mayotte,970406245,07-SSR-SLD,66.67,B,Non,CLINIQUE DE SAINT JOSEPH,0,0,0,0,NC,D,44,75,A,82.5,A,47.9,C,0,D,D,CLINIQUE DE SAINT JOSEPH,CLINIQUE DE SAINT JOSEPH,,R,ROLAND GARROS,97480 ST JOSEPH,55.61147069999993,-21.3775431,
La Réunion - Mayotte,970411005,03-ETAB. PSY,78.62,A,Non,E. P. S. M. R.,0,0,0,0,NC,B,76,68.5,A,76.25,A,101.6,A,0,NC,NC,,,,,,,,,
La Réunion - Mayotte,970421004,02-CH SUP 300 LP,85.35,A,Oui,CHRFG,0,0,0,72,D,B,92,81,B,85,A,130.5,A,0.35,B,0,,,,,,,,,
La Réunion - Mayotte,970421038,02-CH INF 300 LP,93.2,A,Oui,CENTRE HOSPITALIER GABRIEL MARTIN,0,0,0,87,A,A,100,89,A,95,A,114.8,A,0.36,B,0,,,,,,,,,
La Réunion - Mayotte,970423000,07-SSR-SLD,84.95,A,Non,HOPITAL D'ENFANTS DE SAINT-DENIS,0,0,0,0,NC,B,84,73,A,91.25,A,119.2,A,0,NC,NC,HOPITAL D'ENFANTS,HOPITAL D'ENFANTS,60,R,BERTIN,97404 ST DENIS CEDEX,-0.3281838999999991,44.8284431,
La Réunion - Mayotte,970462024,05-CL SUP 100 LP,80.6,B,Oui,CLINIQUE JEANNE D'ARC,0,0,0,82,B,A,94,74,C,65,C,105.5,A,0,NC,NC,CLINIQUE JEANNE D'ARC,CLINIQUE JEANNE D'ARC  -  LE PORT,,R,ALSACE LORRAINE,97829 LE PORT CEDEX,55.309194299999945,-20.9359218,
La Réunion - Mayotte,970462073,05-CL SUP 100 LP,76.05,B,Oui,CLINIQUE DURIEUX,0,0,0,77,C,D,62,73,C,63.75,C,125.2,A,0,NC,NC,CLINIQUE DURIEUX,S. A.  CLINIQUE DURIEUX,100,R,DE FRANCE,97430 LE TAMPON,,,
La Réunion - Mayotte,970462107,05-CL SUP 100 LP,71.94,C,Oui,CLINIQUE DE SAINTE-CLOTILDE,0,0,0,59,E,B,88,61.5,E,75,B,88.8,A,0.18,B,0,CLINIQUE STE-CLOTILDE,CLINIQUE SAINTE-CLOTILDE,127,RTE,DU BOIS DE NEFLES,97492 STE CLOTILDE CEDEX,55.47721569999999,-20.9038668,
La Réunion - Mayotte,970463113,07-SSR-SLD,71.89,B,Non,MAISON DES OLIVIERS,0,0,0,0,NC,C,68,66.5,B,93.75,A,61.4,B,0.09,B,-1,MAISON DES OLIVIERS,MAISON DES OLIVIERS,29,R,JOSEPH HUBERT,97435 ST GILLES LES HAUTS,55.26728600000001,-21.0471604,
La Réunion - Mayotte,970463360,09-HAD,90.55,A,Non,ARAR ET HAD BPDOUM (ASS RESPIRATOIRE),0,0,0,0,NC,A,100,82.5,A,0,NC,246,A,0,NC,NC,,,,,,,,,
La Réunion - Mayotte,970463600,09-HAD,77.38,A,Non,A.S.D.R.,0,0,0,0,NC,A,68,67,B,0,NC,131.4,A,0,NC,NC,,,,,,,,,
La Réunion - Mayotte,970466504,07-SSR-SLD,88.46,A,Non,C.R.F. YLANG YLANG,0,0,0,0,NC,A,94,86.5,A,77.5,A,118.3,A,0,NC,NC,CENTRE YLANG YLANG,CENTRE YLANG YLANG RÉADAPTATION FONCTIONNELLE JEANNE D'ARC,,R,ALSACE LORRAINE,97828 LE PORT CEDEX,55.309194299999945,-20.9359218,
La Réunion - Mayotte,970466751,05-CL INF 100 LP,76.46,B,Oui,CLINIQUE AVICENNE,0,1,0,76,C,NC,0,63,D,0,NC,170.8,A,0,NC,NC,CLINIQUE AVICENNE,CLINIQUE AVICENNE LE PORT,4,BD,DE VERDUN,97420 LE PORT,55.295073,-20.9399411,
La Réunion - Mayotte,970467155,03-ETAB. PSY,65.41,B,Non,CLINIQUE LES FLAMBOYANTS,0,0,0,0,NC,B,76,59,B,77.5,A,59.1,C,0,NC,NC,LES FLAMBOYANTS OUEST,CLINIQUE LES FLAMBOYANTS OUEST,3,BD,DES MASCAREIGNES,97826 LE PORT CEDEX,55.309194299999945,-20.9359218,
La Réunion - Mayotte,980500003,02-CH INF 300 LP,81.13,A,Oui,CHM,0,0,0,88,A,C,74,81.5,A,60,C,188.4,A,0,D,D,,,,,,,,,
Languedoc-Roussillon,110003118,07-SSR-SLD,66.41,B,Non,CLINIQUE DU SUD,0,0,0,0,NC,C,62,72,A,62.5,B,62.8,B,0,NC,NC,CLINIQUE DU SUD,CLINIQUE DU SUD,,HAM,MONTREDON,11000 CARCASSONNE,,,
Languedoc-Roussillon,110005048,09-HAD,82.33,A,Non,HOSPITALISATION A DOMICILE LES GENETS,0,0,0,0,NC,B,56,79.5,A,0,NC,1768.8,A,0,NC,NC,HAD NARBONNE HAD,HOSPITALISATION A DOMICILE NARBONNE HAD,7,R,MICHEL ANGE,11100 NARBONNE,3.0110643000000437,43.17867589999999,
Languedoc-Roussillon,110780061,02-CH SUP 300 LP,88.55,A,Oui,CENTRE HOSPITALIER ANTOINE GAYRAUD,0,0,0,92,A,A,100,99,A,95,A,55.5,C,0.65,C,1,,,,,,,,,
Languedoc-Roussillon,110780087,02-CH INF 300 LP,67.26,C,Non,CENTRE HOSPITALIER J.P. CASSABEL,0,0,0,0,NC,A,94,70.5,C,55,C,60.2,B,0.24,B,0,,,,,,,,,
Languedoc-Roussillon,110780137,02-CH SUP 300 LP,83.39,B,Oui,CENTRE HOSPITALIER NARBONNE,0,0,0,91,A,B,92,80.5,B,90,A,71.8,B,0.44,C,0,,,,,,,,,
Languedoc-Roussillon,110780152,03-ETAB. PSY,78.58,A,Non,CLINIQUE DE MIREMONT,0,0,0,0,NC,B,70,75.5,A,100,A,66.9,B,0,NC,NC,CLINIQUE DE MIREMONT,CLINIQUE DE MIREMONT,,,,11800 BADENS,2.506935999999996,43.219039,
Languedoc-Roussillon,110780178,07-SSR-SLD,52.56,C,Non,MAISON DE REPOS LA PINEDE,0,0,0,0,NC,C,60,49.5,D,56.25,B,50.4,C,0,NC,NC,,,,,,,,,
Languedoc-Roussillon,110780186,07-SSR-SLD,73.49,B,Non,CENTRE DE LORDAT,0,0,0,0,NC,A,96,58,C,62.5,B,106.9,A,0,NC,NC,CENTRE DE LORDAT,MAISON DE REPOS ET DE CONVALESCENCE CENTRE DE LORDAT BRAM,,RTE,NATIONALE 113,11150 BRAM,2.1152726999999913,43.269021,
